Filename,Section_Context,Q_No,Question,QCategory-New,QSubCategory-New,Question Form,Answer
kannada-4thstd,ಗುಂಪಿಗೆ ಸೇರದ ಪದ ಗುರುತಿಸಿ ಬರೆಯಿರಿ.,4,"ನೊಗ, ಕುಂಟೆ, ನೇಗಿಲು, ಮಂಚ :",,,,
kannada-4thstd,ಗುಂಪಿಗೆ ಸೇರದ ಪದ ಗುರುತಿಸಿ ಬರೆಯಿರಿ.,1,ಗುಂಪಿಗೆ ಸೇರದ ಪದ ಗುರುತಿಸಿ ಬರೆಯಿರಿ.: ಕಾಡು,,,,
kannada-4thstd,ಗುಂಪಿಗೆ ಸೇರದ ಪದ ಗುರುತಿಸಿ ಬರೆಯಿರಿ.,2,ಗುಂಪಿಗೆ ಸೇರದ ಪದ ಗುರುತಿಸಿ ಬರೆಯಿರಿ.: ಸೂರ್ಯ :,,,,
kannada-4thstd,ಗುಂಪಿಗೆ ಸೇರದ ಪದ ಗುರುತಿಸಿ ಬರೆಯಿರಿ.,3,ಗುಂಪಿಗೆ ಸೇರದ ಪದ ಗುರುತಿಸಿ ಬರೆಯಿರಿ.: ಭೂಮಿ,,,,
kannada-4thstd,"ಅಕ್ಷರ ಬಳಸಿ ಪದ ರಚಿಸು, ತಿರುಗಿಸಿ ಓದಿ ಆನಂದಿಸಿ.",1,"ಅಕ್ಷರ ಬಳಸಿ ಪದ ರಚಿಸು, ತಿರುಗಿಸಿ ಓದಿ ಆನಂದಿಸಿ.: ಕಕನ ;",,,,
kannada-4thstd,"ಅಕ್ಷರ ಬಳಸಿ ಪದ ರಚಿಸು, ತಿರುಗಿಸಿ ಓದಿ ಆನಂದಿಸಿ.",2,"ಅಕ್ಷರ ಬಳಸಿ ಪದ ರಚಿಸು, ತಿರುಗಿಸಿ ಓದಿ ಆನಂದಿಸಿ.: ಮನನ;",,,,
kannada-4thstd,"ಅಕ್ಷರ ಬಳಸಿ ಪದ ರಚಿಸು, ತಿರುಗಿಸಿ ಓದಿ ಆನಂದಿಸಿ.",3,"ಅಕ್ಷರ ಬಳಸಿ ಪದ ರಚಿಸು, ತಿರುಗಿಸಿ ಓದಿ ಆನಂದಿಸಿ.: ರಸುರಸುರ;",,,,
kannada-4thstd,"ಅಕ್ಷರ ಬಳಸಿ ಪದ ರಚಿಸು, ತಿರುಗಿಸಿ ಓದಿ ಆನಂದಿಸಿ.",4,"ಅಕ್ಷರ ಬಳಸಿ ಪದ ರಚಿಸು, ತಿರುಗಿಸಿ ಓದಿ ಆನಂದಿಸಿ.: ಜೀವವನನ;",,,,
kannada-4thstd,"ಅಕ್ಷರ ಬಳಸಿ ಪದ ರಚಿಸು, ತಿರುಗಿಸಿ ಓದಿ ಆನಂದಿಸಿ.",5,"ಅಕ್ಷರ ಬಳಸಿ ಪದ ರಚಿಸು, ತಿರುಗಿಸಿ ಓದಿ ಆನಂದಿಸಿ.: ದ್ರಾಮನಸಿಮಸಿದಾ;",,,,
kannada-4thstd,ಸೂಚನೆಗಳನ್ನು ಅರ್ಥೈಸಿಕೊಂಡು ಪದಬಂಧ ಪೂರ್ಣಗೊಳಿಸಿ. ಪದಗಳನ್ನು ಓದಿ,1,೨೪ ನಿಮಿಷಗಳನ್ನು ಹೀಗೆ ಹೇಳುತ್ತಾರೆ. (೩ ಅಕ್ಷರ),,,,
kannada-4thstd,ಸೂಚನೆಗಳನ್ನು ಅರ್ಥೈಸಿಕೊಂಡು ಪದಬಂಧ ಪೂರ್ಣಗೊಳಿಸಿ. ಪದಗಳನ್ನು ಓದಿ,2,ಜೀವ ರಾಶಿ ನೆಲೆಸಿರುವ ಪ್ರಪಂಚ. (೩ ಅಕ್ಷರ),,,,
kannada-4thstd,ಸೂಚನೆಗಳನ್ನು ಅರ್ಥೈಸಿಕೊಂಡು ಪದಬಂಧ ಪೂರ್ಣಗೊಳಿಸಿ. ಪದಗಳನ್ನು ಓದಿ,3,ಕೆರೆ ಜೊತೆಯಲ್ಲಿರುವ ಜೋಡಿ ಪದ. (೨ ಅಕ್ಷರ),,,,
kannada-4thstd,ಸೂಚನೆಗಳನ್ನು ಅರ್ಥೈಸಿಕೊಂಡು ಪದಬಂಧ ಪೂರ್ಣಗೊಳಿಸಿ. ಪದಗಳನ್ನು ಓದಿ,4,ನಾವು ನಿಂತಿರುವ ಸ್ಥಳ. (೨ ಅಕ್ಷರ),,,,
kannada-4thstd,ಸೂಚನೆಗಳನ್ನು ಅರ್ಥೈಸಿಕೊಂಡು ಪದಬಂಧ ಪೂರ್ಣಗೊಳಿಸಿ. ಪದಗಳನ್ನು ಓದಿ,6,ಬೇಸಿಗೆ ಕಾಲದ ಪ್ರಭಾವವಿದು. (೩ ಅಕ್ಷರ),,,,
kannada-4thstd,ಸೂಚನೆಗಳನ್ನು ಅರ್ಥೈಸಿಕೊಂಡು ಪದಬಂಧ ಪೂರ್ಣಗೊಳಿಸಿ. ಪದಗಳನ್ನು ಓದಿ,7,ಮೋಡ ಕರಗಿ ಬೀಳುವುದು. (೨ ಅಕ್ಷರ),,,,
kannada-4thstd,ಸೂಚನೆಗಳನ್ನು ಅರ್ಥೈಸಿಕೊಂಡು ಪದಬಂಧ ಪೂರ್ಣಗೊಳಿಸಿ. ಪದಗಳನ್ನು ಓದಿ,8,ಮೇಲೆ ನೋಡಿದಾಗ ಕಾಣುವುದು. (೩ ಅಕ್ಷರ),,,,
kannada-4thstd,ಸೂಚನೆಗಳನ್ನು ಅರ್ಥೈಸಿಕೊಂಡು ಪದಬಂಧ ಪೂರ್ಣಗೊಳಿಸಿ. ಪದಗಳನ್ನು ಓದಿ,9,ಈ ಸಮಯ ಮುತ್ತಿನಂಥದು. (೨ ಅಕ್ಷರ),,,,
kannada-4thstd,ಸೂಚನೆಗಳನ್ನು ಅರ್ಥೈಸಿಕೊಂಡು ಪದಬಂಧ ಪೂರ್ಣಗೊಳಿಸಿ. ಪದಗಳನ್ನು ಓದಿ,1,ಗಟ್ಟಿಯಾದ ಪದಾರ್ಥ ಇದು (೨ ಅಕ್ಷರ),,,,
kannada-4thstd,ಸೂಚನೆಗಳನ್ನು ಅರ್ಥೈಸಿಕೊಂಡು ಪದಬಂಧ ಪೂರ್ಣಗೊಳಿಸಿ. ಪದಗಳನ್ನು ಓದಿ,2,ನೀರಿಗೆ ಮತ್ತೊಂದು ಹೆಸರು. (೨ ಅಕ್ಷರ),,,,
kannada-4thstd,ಸೂಚನೆಗಳನ್ನು ಅರ್ಥೈಸಿಕೊಂಡು ಪದಬಂಧ ಪೂರ್ಣಗೊಳಿಸಿ. ಪದಗಳನ್ನು ಓದಿ,3,ಇದರೊಳಗಿರುವುದು ಉಪ್ಪಿನ ನೀರು. (೩ ಅಕ್ಷರ),,,,
kannada-4thstd,ಸೂಚನೆಗಳನ್ನು ಅರ್ಥೈಸಿಕೊಂಡು ಪದಬಂಧ ಪೂರ್ಣಗೊಳಿಸಿ. ಪದಗಳನ್ನು ಓದಿ,5,ಭೂಮಿಗೆ ಇರುವ ಇನ್ನೊಂದು ಹೆಸರು. (೨ ಅಕ್ಷರ),,,,
kannada-4thstd,ಸೂಚನೆಗಳನ್ನು ಅರ್ಥೈಸಿಕೊಂಡು ಪದಬಂಧ ಪೂರ್ಣಗೊಳಿಸಿ. ಪದಗಳನ್ನು ಓದಿ,6,ಮಲ್ಲಿಗೆಯ ಬಣ್ಣ. (೨ ಅಕ್ಷರ),,,,
kannada-4thstd,ಸೂಚನೆಗಳನ್ನು ಅರ್ಥೈಸಿಕೊಂಡು ಪದಬಂಧ ಪೂರ್ಣಗೊಳಿಸಿ. ಪದಗಳನ್ನು ಓದಿ,7,ವಾಸ ಮಾಡಲು ಇದು ಬೇಕು. (೨ ಅಕ್ಷರ),,,,
kannada-4thstd,ಸೂಚನೆಗಳನ್ನು ಅರ್ಥೈಸಿಕೊಂಡು ಪದಬಂಧ ಪೂರ್ಣಗೊಳಿಸಿ. ಪದಗಳನ್ನು ಓದಿ,8,ಕಪ್ಪೆ ಚಿಪ್ಪಿನಲ್ಲಿರುವುದು. (೨ ಅಕ್ಷರ),,,,
kannada-4thstd,ಯೋಚಿಸಿ ಬರೆಯಿರಿ.,1,ಮಳೆ ಹೆಚ್ಚಾಗುವುದರಿಂದ ಆಗುವ ಪರಿಣಾಮಗಳಾವುವು?,,,,
kannada-4thstd,ಯೋಚಿಸಿ ಬರೆಯಿರಿ.,2,ಯಾವ ಕಾಲದಲ್ಲಿ ಮರಗಿಡಗಳು ಚಿಗುರುತ್ತವೆ ?,,,,
kannada-4thstd,ಯೋಚಿಸಿ ಬರೆಯಿರಿ.,3,ಮಳೆ ಬರುವ ಮುನ್ನ ಆಕಾಶದಲ್ಲಿ ಉಂಟಾಗುವ ಬದಲಾವಣೆಗಳನ್ನು ಗಮನಿಸಿ ಬರೆ.,,,,
kannada-4thstd,ಯೋಚಿಸಿ ಬರೆಯಿರಿ.,4,ಮಳೆಯೇ ಬರದಿದ್ದರೆ ಏನಾಗುತ್ತಿತ್ತು? ಯೋಚಿಸಿ ಬರೆಯಿರಿ.,,,,
kannada-4thstd,ಒಂದೊಂದು ವಾಕ್ಯದಲ್ಲಿ ಉತ್ತರ ಬರೆಯಿರಿ.,1,ಮಕ್ಕಳು ಎಲ್ಲಿಗೆ ಹೊರ ಸಂಚಾರ ಹೊರಟರು?,,,,
kannada-4thstd,ಒಂದೊಂದು ವಾಕ್ಯದಲ್ಲಿ ಉತ್ತರ ಬರೆಯಿರಿ.,2,ಸಾಮಾನ್ಯವಾಗಿ ಹೊಲವನ್ನು ಯಾವುದರಿಂದ ಉಳುತ್ತಾರೆ?,,,,
kannada-4thstd,ಒಂದೊಂದು ವಾಕ್ಯದಲ್ಲಿ ಉತ್ತರ ಬರೆಯಿರಿ.,3,ಎರೆಗೊಬ್ಬರವನ್ನು ಯಾವುದರಿಂದ ತಯಾರಿಸುತ್ತಾರೆ?,,,,
kannada-4thstd,ಒಂದೊಂದು ವಾಕ್ಯದಲ್ಲಿ ಉತ್ತರ ಬರೆಯಿರಿ.,4,ತೋಟದಲ್ಲಿ ಹೆಚ್ಚಾಗಿ ಯಾವ ಗೊಬ್ಬರವನ್ನು ಬಳಸುತ್ತಿದ್ದರು?,,,,
kannada-4thstd,ಒಂದೊಂದು ವಾಕ್ಯದಲ್ಲಿ ಉತ್ತರ ಬರೆಯಿರಿ.,5,ಶೀಲಾ ಅಜ್ಜಿಯ ಮನೆಯ ಅಂಗಳದಲ್ಲಿ ಯಾವ ಯಂತ್ರವನ್ನು ನೋಡಿದಳು?,,,,
kannada-4thstd,ಎರಡು-ಮೂರು ವಾಕ್ಯಗಳಲ್ಲಿ ಉತ್ತರ ಬರೆಯಿರಿ.,1,ಅಜ್ಜಿಯ ತೋಟದಲ್ಲಿ ಯಾವ ಯಾವ ಗಿಡಗಳಿದ್ದವು?,,,,
kannada-4thstd,ಎರಡು-ಮೂರು ವಾಕ್ಯಗಳಲ್ಲಿ ಉತ್ತರ ಬರೆಯಿರಿ.,2,ಉಳುಮೆಯ ಬಗ್ಗೆ ಗುರುಗಳು ನೀಡಿದ ವಿವರಣೆ ಏನು?,,,,
kannada-4thstd,ಎರಡು-ಮೂರು ವಾಕ್ಯಗಳಲ್ಲಿ ಉತ್ತರ ಬರೆಯಿರಿ.,3,ಇಂಗು ಗುಂಡಿಯ ಪ್ರಯೋಜನಗಳೇನು?,,,,
kannada-4thstd,ವಾಕ್ಯದಲ್ಲಿ ಬಿಟ್ಟಿರುವ ಸ್ಥಳಕ್ಕೆ ಸರಿಯಾದ ಪದ ತುಂಬಿ.,1,ಕಿಶೋರನ ಅಜ್ಜಿಯ ಮನೆ,,,,
kannada-4thstd,ವಾಕ್ಯದಲ್ಲಿ ಬಿಟ್ಟಿರುವ ಸ್ಥಳಕ್ಕೆ ಸರಿಯಾದ ಪದ ತುಂಬಿ.,2,ಮನೆಯ ಹಿಂದಿನ ಗುಡ್ಡದಲ್ಲಿ,,,,
kannada-4thstd,ವಾಕ್ಯದಲ್ಲಿ ಬಿಟ್ಟಿರುವ ಸ್ಥಳಕ್ಕೆ ಸರಿಯಾದ ಪದ ತುಂಬಿ.,3,ವಾಕ್ಯದಲ್ಲಿ ಬಿಟ್ಟಿರುವ ಸ್ಥಳಕ್ಕೆ ಸರಿಯಾದ ಪದ ತುಂಬಿ.: ಮಳೆಯ ನೀರನ್ನು,,,,
kannada-4thstd,ವಾಕ್ಯದಲ್ಲಿ ಬಿಟ್ಟಿರುವ ಸ್ಥಳಕ್ಕೆ ಸರಿಯಾದ ಪದ ತುಂಬಿ.,4,ವಾಕ್ಯದಲ್ಲಿ ಬಿಟ್ಟಿರುವ ಸ್ಥಳಕ್ಕೆ ಸರಿಯಾದ ಪದ ತುಂಬಿ.: ಅಜ್ಜಿ ಎಲ್ಲರಿಗೂ,,,,
kannada-4thstd,ವಾಕ್ಯದಲ್ಲಿ ಬಿಟ್ಟಿರುವ ಸ್ಥಳಕ್ಕೆ ಸರಿಯಾದ ಪದ ತುಂಬಿ.,1,ವಾಕ್ಯದಲ್ಲಿ ಬಿಟ್ಟಿರುವ ಸ್ಥಳಕ್ಕೆ ಸರಿಯಾದ ಪದ ತುಂಬಿ.: ಎರೆಹುಳ,,,,
kannada-4thstd,ವಾಕ್ಯದಲ್ಲಿ ಬಿಟ್ಟಿರುವ ಸ್ಥಳಕ್ಕೆ ಸರಿಯಾದ ಪದ ತುಂಬಿ.,2,ವಾಕ್ಯದಲ್ಲಿ ಬಿಟ್ಟಿರುವ ಸ್ಥಳಕ್ಕೆ ಸರಿಯಾದ ಪದ ತುಂಬಿ.: ಕೊಕೊ,,,,
kannada-4thstd,ವಾಕ್ಯದಲ್ಲಿ ಬಿಟ್ಟಿರುವ ಸ್ಥಳಕ್ಕೆ ಸರಿಯಾದ ಪದ ತುಂಬಿ.,3,ವಾಕ್ಯದಲ್ಲಿ ಬಿಟ್ಟಿರುವ ಸ್ಥಳಕ್ಕೆ ಸರಿಯಾದ ಪದ ತುಂಬಿ.: ತೆನೆ,,,,
kannada-4thstd,ವಾಕ್ಯದಲ್ಲಿ ಬಿಟ್ಟಿರುವ ಸ್ಥಳಕ್ಕೆ ಸರಿಯಾದ ಪದ ತುಂಬಿ.,4,ವಾಕ್ಯದಲ್ಲಿ ಬಿಟ್ಟಿರುವ ಸ್ಥಳಕ್ಕೆ ಸರಿಯಾದ ಪದ ತುಂಬಿ.: ಮಳೆಕೊಯ್ದು,,,,
kannada-4thstd,ವಾಕ್ಯದಲ್ಲಿ ಬಿಟ್ಟಿರುವ ಸ್ಥಳಕ್ಕೆ ಸರಿಯಾದ ಪದ ತುಂಬಿ.,5,ವಾಕ್ಯದಲ್ಲಿ ಬಿಟ್ಟಿರುವ ಸ್ಥಳಕ್ಕೆ ಸರಿಯಾದ ಪದ ತುಂಬಿ.: ಹಟ್ಟಿಗೊಬ್ಬರ,,,,
kannada-4thstd,ವಾಕ್ಯದಲ್ಲಿ ಬಿಟ್ಟಿರುವ ಸ್ಥಳಕ್ಕೆ ಸರಿಯಾದ ಪದ ತುಂಬಿ.,1,ವಾಕ್ಯದಲ್ಲಿ ಬಿಟ್ಟಿರುವ ಸ್ಥಳಕ್ಕೆ ಸರಿಯಾದ ಪದ ತುಂಬಿ.: ಕಿರುಚು,,,,
kannada-4thstd,ವಾಕ್ಯದಲ್ಲಿ ಬಿಟ್ಟಿರುವ ಸ್ಥಳಕ್ಕೆ ಸರಿಯಾದ ಪದ ತುಂಬಿ.,2,ವಾಕ್ಯದಲ್ಲಿ ಬಿಟ್ಟಿರುವ ಸ್ಥಳಕ್ಕೆ ಸರಿಯಾದ ಪದ ತುಂಬಿ.: ಹೊರಸಂಚಾರ :,,,,
kannada-4thstd,ವಾಕ್ಯದಲ್ಲಿ ಬಿಟ್ಟಿರುವ ಸ್ಥಳಕ್ಕೆ ಸರಿಯಾದ ಪದ ತುಂಬಿ.,3,ವಾಕ್ಯದಲ್ಲಿ ಬಿಟ್ಟಿರುವ ಸ್ಥಳಕ್ಕೆ ಸರಿಯಾದ ಪದ ತುಂಬಿ.: ಆರೈಕೆ,,,,
kannada-4thstd,ವಾಕ್ಯದಲ್ಲಿ ಬಿಟ್ಟಿರುವ ಸ್ಥಳಕ್ಕೆ ಸರಿಯಾದ ಪದ ತುಂಬಿ.,4,ವಾಕ್ಯದಲ್ಲಿ ಬಿಟ್ಟಿರುವ ಸ್ಥಳಕ್ಕೆ ಸರಿಯಾದ ಪದ ತುಂಬಿ.: ಹುಲುಸಾಗಿ,,,,
kannada-4thstd,ಗುಂಪಿಗೆ ಸೇರದ ಪದ ಆರಿಸಿ ಬರೆಯಿರಿ.,1,"ತೆಂಗು, ಅಡಿಕೆ, ಬಾಳೆ, ಭತ್ತ",,,,
kannada-4thstd,ಗುಂಪಿಗೆ ಸೇರದ ಪದ ಆರಿಸಿ ಬರೆಯಿರಿ.,2,"ಮೊಲ, ಹಂದಿ, ಮುಂಗುಸಿ, ಚಿಟ್ಟೆ",,,,
kannada-4thstd,ಗುಂಪಿಗೆ ಸೇರದ ಪದ ಆರಿಸಿ ಬರೆಯಿರಿ.,3,"ಸೀಬೆಕಾಯಿ, ಸಪೋಟ, ಅನಾನಸು. ಕೊಕೊ",,,,
kannada-4thstd,ನಿಮ್ಮ ಶಾಲೆಯಲ್ಲಿ ರೈತನೊಬ್ಬನನ್ನು ಸನ್ಮಾನಿಸುವ ಸಮಾರಂಭದ ಮುಖ್ಯ ಅತಿಥಿಯಾಗಿ,1,ನಿನ್ನ ಶಾಲೆಗೆ ಜಮೀನು ಕೊಟ್ಟರೆ ನೀನೇನು ಮಾಡುವಿ?,,,,
kannada-4thstd,ನಿಮ್ಮ ಶಾಲೆಯಲ್ಲಿ ರೈತನೊಬ್ಬನನ್ನು ಸನ್ಮಾನಿಸುವ ಸಮಾರಂಭದ ಮುಖ್ಯ ಅತಿಥಿಯಾಗಿ,2,ರೈತರು ಕೈ ಕೆಸರಾಗುತ್ತದೆ ಎಂದು ಸುಮ್ಮನೆ ಕುಳಿತರೆ ಏನಾಗಬಹುದು?,,,,
kannada-4thstd,ಒಗಟು ಓದಿ ಆನಂದಿಸಿ:,1,"ಅಕ್ಕ ಅಕ್ಕ ಗಿಡ ನೋಡು, ಗಿಡದ ಮೇಲೆ ಕಾಯಿ ನೋಡು. ಕಾಯಿ ತಿಂದೋರ ಬಾಯಿ",,,,
kannada-4thstd,ಒಗಟು ಓದಿ ಆನಂದಿಸಿ:,2,ಅಡ್ಡ ಮರದಲ್ಲಿ ಬೊಡ್ಡ ಕುಳಿತಿದ್ದಾನೆ.,,,,
kannada-4thstd,ಒಗಟು ಓದಿ ಆನಂದಿಸಿ:,3,ಹಸಿರು ಗಿಡದಲ್ಲಿ ಮೊಸರು ಚೆಲ್ಲಿದೆ.,,,,
kannada-4thstd,ಒಗಟು ಓದಿ ಆನಂದಿಸಿ:,4,"ಮಣ್ಣು ಕೊರೆದೆ ಕಲ್ಲು ಸಿಕ್ಕಿತು, ಕಲ್ಲು ಕೊರೆದೆ ಬೆಳ್ಳಿ ಸಿಕ್ಕಿತು, ಬೆಳ್ಳಿ ಕೊರೆದೆ ನೀರು",,,,
kannada-4thstd,General Exercise,1,ಇಲಿಗಳ ಸಂಸಾರ ಎಲ್ಲಿ ವಾಸವಾಗಿತ್ತು?,,,,
kannada-4thstd,General Exercise,2,ತಂದೆ-ತಾಯಿ ಇಲಿಗಳು ಏನೆಂದು ಯೋಚಿಸಿದವು?,,,,
kannada-4thstd,General Exercise,3,ತಾಯಿ ಇಲಿ ಏನೆಂದು ಹೇಳಿತು?,,,,
kannada-4thstd,General Exercise,4,ಜಗತ್ತನ್ನು ಬೆಳಗುವವರು ಯಾರು?,,,,
kannada-4thstd,General Exercise,5,ಸೂರ್ಯನಿಗೆ ಇಲಿಗಳು ಯಾವ ವಿಚಾರ ತಿಳಿಸಿದವು?,,,,
kannada-4thstd,General Exercise,6,ಯಾರ ಜೊತೆಯಲ್ಲಿ ಇಲಿಯ ಮದುವೆಯಾಯಿತು?,,,,
kannada-4thstd,ಕೊಟ್ಟಿರುವ ಮಾತನ್ನು ಯಾರು? ಯಾರಿಗೆ ಹೇಳಿದರು?,1,“ಜಗತ್ತನ್ನೇ ಬೆಳಗುವ ಸೂರ್ಯ ಬಹಳ ದೊಡ್ಡವನು.”,,,,
kannada-4thstd,ಕೊಟ್ಟಿರುವ ಮಾತನ್ನು ಯಾರು? ಯಾರಿಗೆ ಹೇಳಿದರು?,2,“ಇಲ್ಲಾ! ಇಲ್ಲಾ! ನನಗಿಂತಲೂ ದೊಡ್ಡವನು ಬೆಟ್ಟದ ರಾಜನಿದ್ದಾನೆ.”,,,,
kannada-4thstd,ಕೊಟ್ಟಿರುವ ಮಾತನ್ನು ಯಾರು? ಯಾರಿಗೆ ಹೇಳಿದರು?,3,“ನಮ್ಮ ಮಗಳಿಗೆ ಇಲಿರಾಯನೇ ತಕ್ಕ ವರ.,,,,
kannada-4thstd,"ವಾಕ್ಯಗಳನ್ನು ಗಮನಿಸಿ. ಸರಿ/ತಪ್ಪುಗಳನ್ನು ಗುರುತಿಸು, ತಪ್ಪಿದ್ದರೆ ಸರಿಪಡಿಸಿ ಬರೆಯಿರಿ.",1,"ಒಂದು ಊರು, ಅಲ್ಲೊಂದು ಹುಲಿಗಳ ಸಂಸಾರ ಇತ್ತು.",,,,
kannada-4thstd,"ವಾಕ್ಯಗಳನ್ನು ಗಮನಿಸಿ. ಸರಿ/ತಪ್ಪುಗಳನ್ನು ಗುರುತಿಸು, ತಪ್ಪಿದ್ದರೆ ಸರಿಪಡಿಸಿ ಬರೆಯಿರಿ.",2,ಮಗನಿಗೆ ಸರಿಯಾದ ವರ ಬೇಕೆಂದು ಇಲಿಗಳು ಯೋಚಿಸಿದವು.,,,,
kannada-4thstd,"ವಾಕ್ಯಗಳನ್ನು ಗಮನಿಸಿ. ಸರಿ/ತಪ್ಪುಗಳನ್ನು ಗುರುತಿಸು, ತಪ್ಪಿದ್ದರೆ ಸರಿಪಡಿಸಿ ಬರೆಯಿರಿ.",3,ಬೆಟ್ಟದ ರಾಜನ ಬಳಿಗೆ ಇರುವೆಗಳು ಹೋದವು.,,,,
kannada-4thstd,ಕೊಟ್ಟಿರುವ ಪದಗಳನ್ನು ಸರಿಯಾಗಿ ಜೋಡಿಸಿ ವಾಕ್ಯ ರಚಿಸಿ.,1,ತಂದೆ ಇಲಿಗಳು ಯೋಚಿಸಿದವು ತಾಯಿ,,,,
kannada-4thstd,ಕೊಟ್ಟಿರುವ ಪದಗಳನ್ನು ಸರಿಯಾಗಿ ಜೋಡಿಸಿ ವಾಕ್ಯ ರಚಿಸಿ.,2,ಬೆಳಗುವ ಬಹಳ ಸೂರ್ಯ ದೊಡ್ಡವನು ಜಗತ್ತನ್ನೇ,,,,
kannada-4thstd,ಕೊಟ್ಟಿರುವ ಪದಗಳನ್ನು ಸರಿಯಾಗಿ ಜೋಡಿಸಿ ವಾಕ್ಯ ರಚಿಸಿ.,3,ಇಲಿಗಳು ಬೆಟ್ಟದ ಹೋದವು ಬಳಿಗೆ ರಾಜನ,,,,
kannada-4thstd,ಈ ಕೆಳಗಿನ ಪದಗಳನ್ನು ಬಳಸಿ ಸ್ವಂತವಾಕ್ಯ ರಚಿಸಿ.,1,ಈ ಕೆಳಗಿನ ಪದಗಳನ್ನು ಬಳಸಿ ಸ್ವಂತವಾಕ್ಯ ರಚಿಸಿ.: ಯೋಚಿಸು :,,,,
kannada-4thstd,ಈ ಕೆಳಗಿನ ಪದಗಳನ್ನು ಬಳಸಿ ಸ್ವಂತವಾಕ್ಯ ರಚಿಸಿ.,2,ಈ ಕೆಳಗಿನ ಪದಗಳನ್ನು ಬಳಸಿ ಸ್ವಂತವಾಕ್ಯ ರಚಿಸಿ.: ತೀರ್ಮಾನಿಸು :,,,,
kannada-4thstd,ಈ ಕೆಳಗಿನ ಪದಗಳನ್ನು ಬಳಸಿ ಸ್ವಂತವಾಕ್ಯ ರಚಿಸಿ.,3,ಈ ಕೆಳಗಿನ ಪದಗಳನ್ನು ಬಳಸಿ ಸ್ವಂತವಾಕ್ಯ ರಚಿಸಿ.: ಸಮರ್ಥ :,,,,
kannada-4thstd,ಈ ಕೆಳಗಿನ ಪದಗಳನ್ನು ಬಳಸಿ ಸ್ವಂತವಾಕ್ಯ ರಚಿಸಿ.,4,ಈ ಕೆಳಗಿನ ಪದಗಳನ್ನು ಬಳಸಿ ಸ್ವಂತವಾಕ್ಯ ರಚಿಸಿ.: ಮದುವೆ :,,,,
kannada-4thstd,ಕೊಟ್ಟಿರುವ ಪದಗಳಲ್ಲಿ ಸರಿಯಾದ ಪದ ಆರಿಸಿ ಬಿಟ್ಟ ಸ್ಥಳದಲ್ಲಿ ಬರೆಯಿರಿ,1,ಕೊಟ್ಟಿರುವ ಪದಗಳಲ್ಲಿ ಸರಿಯಾದ ಪದ ಆರಿಸಿ ಬಿಟ್ಟ ಸ್ಥಳದಲ್ಲಿ ಬರೆಯಿರಿ: ನವಿಲು,,,,
kannada-4thstd,ಕೊಟ್ಟಿರುವ ಪದಗಳಲ್ಲಿ ಸರಿಯಾದ ಪದ ಆರಿಸಿ ಬಿಟ್ಟ ಸ್ಥಳದಲ್ಲಿ ಬರೆಯಿರಿ,2,ಕೊಟ್ಟಿರುವ ಪದಗಳಲ್ಲಿ ಸರಿಯಾದ ಪದ ಆರಿಸಿ ಬಿಟ್ಟ ಸ್ಥಳದಲ್ಲಿ ಬರೆಯಿರಿ: ಪಲ್ಲವಿ ಬಹಳ,,,,
kannada-4thstd,ಕೊಟ್ಟಿರುವ ಪದಗಳಲ್ಲಿ ಸರಿಯಾದ ಪದ ಆರಿಸಿ ಬಿಟ್ಟ ಸ್ಥಳದಲ್ಲಿ ಬರೆಯಿರಿ,3,ಕೊಟ್ಟಿರುವ ಪದಗಳಲ್ಲಿ ಸರಿಯಾದ ಪದ ಆರಿಸಿ ಬಿಟ್ಟ ಸ್ಥಳದಲ್ಲಿ ಬರೆಯಿರಿ: ಕೋಗಿಲೆ,,,,
kannada-4thstd,ಕೊಟ್ಟಿರುವ ಪದಗಳಲ್ಲಿ ಸರಿಯಾದ ಪದ ಆರಿಸಿ ಬಿಟ್ಟ ಸ್ಥಳದಲ್ಲಿ ಬರೆಯಿರಿ,4,ಕೊಟ್ಟಿರುವ ಪದಗಳಲ್ಲಿ ಸರಿಯಾದ ಪದ ಆರಿಸಿ ಬಿಟ್ಟ ಸ್ಥಳದಲ್ಲಿ ಬರೆಯಿರಿ: ಮೋಹನ,,,,
kannada-4thstd,ಪ್ರಾಣಿ-ಪಕ್ಷಿಗಳ ಕೂಗನ್ನು ಅನುಸರಿಸಿ ಸೂಕ್ತವಾದುದಕ್ಕೆ ಗೆರೆ ಎಳೆದು ಹೊಂದಿಸಿ.,1,ಪ್ರಾಣಿ-ಪಕ್ಷಿಗಳ ಕೂಗನ್ನು ಅನುಸರಿಸಿ ಸೂಕ್ತವಾದುದಕ್ಕೆ ಗೆರೆ ಎಳೆದು ಹೊಂದಿಸಿ.: ಕೋಳಿ,,,,
kannada-4thstd,ಪ್ರಾಣಿ-ಪಕ್ಷಿಗಳ ಕೂಗನ್ನು ಅನುಸರಿಸಿ ಸೂಕ್ತವಾದುದಕ್ಕೆ ಗೆರೆ ಎಳೆದು ಹೊಂದಿಸಿ.,2,ಪ್ರಾಣಿ-ಪಕ್ಷಿಗಳ ಕೂಗನ್ನು ಅನುಸರಿಸಿ ಸೂಕ್ತವಾದುದಕ್ಕೆ ಗೆರೆ ಎಳೆದು ಹೊಂದಿಸಿ.: ಕಾಗೆ,,,,
